"","Messy text","text"
"619","SITE 2014 每 ※Shepherding§ At An Online Charter High School http://wp.me/pba4d-9nI<U+00A0> #siteconf","SITE 2014 每 ※Shepherding§ At An Online Charter High School"
"620","SITE 2014 每 Virtual Schooling SIG Business Meeting http://wp.me/pba4d-9nB<U+00A0> #siteconf","SITE 2014 每 Virtual Schooling SIG Business Meeting"
"621","TY 4 gr8 conversation about 'Innovative Design that supports Creativity' - love that 3D printer for $300 #siteconf pic.twitter.com/zNANaxy1BQ","TY 4 gr8 conversation about 'Innovative Design that supports Creativity' - love that 3D printer for $300"
"622","It is officially a party for #siteconf 25th, we have cake! And wine. pic.twitter.com/aohybanL2v","It is officially a party for  25th, we have cake! And wine."
"623","Great articulation of the disruption of the traditional student role by @shannonhmize. http://www.haikudeck.com/p/QrGmnnH7hY/disrupting-the-traditional-student-role<U+00A0>＃ #siteconf #tpack","Great articulation of the disruption of the traditional student role by @shannonhmize."
"624","Tom Izzo Easter egg in the @MSU_EPET #siteconf presentation. ;)","Tom Izzo Easter egg in the @MSU_EPET  presentation. ;)"
"625","@jrosenberg6432 representing the social media council auto #siteconf pic.twitter.com/1sWaG3zmX6","@jrosenberg6432 representing the social media council auto"
"626","At the @MSU_EPET best paper session explaining the EPET social media council #siteconf","At the @MSU_EPET best paper session explaining the EPET social media council"
"627","Past and present @MSU_EPET tweeters at the #siteconf ... Deep and thoughtful discussions ... pic.twitter.com/GoE433pVQv","Past and present @MSU_EPET tweeters at the  ... Deep and thoughtful discussions ..."
"628","I saw @tcu_alexander show how he is outsmarting the #LMS at #siteconf today.  Clever ideas.  Some here http://www.curbyalexander.net/blog/<U+00A0> #edtech","I saw @tcu_alexander show how he is outsmarting the #LMS at  today.  Clever ideas.  Some here"
"629","Presenting ""Social Media Best Practices for Graduate School Programs"" at 4:15 pm in St. John's http://joshuamrosenberg.com/what-weve-got-here-is-failure-to-communicate-social-media-best-practices-for-graduate-school-programs-at-siteconf/<U+00A0>＃ #siteconf","Presenting ""Social Media Best Practices for Graduate School Programs"" at 4:15 pm in St. John's"
"630","MT OMG @chrispenny: Sharing what＊s up our sleeve: Android coming to wearables http://googleblog.blogspot.com/2014/03/sharing-whats-up-our-sleeve-android.html<U+00A0>＃ This space moves so fast! #siteconf","MT OMG @chrispenny: Sharing what＊s up our sleeve: Android coming to wearables"
"631","#siteconf -BEST presentations I've see at SITE conference @acrig15 Fort State & Eva-Mary Bures -Bishop's Uni :-) pic.twitter.com/riOYKYgjYT","-BEST presentations I've see at SITE conference @acrig15 Fort State & Eva-Mary Bures -Bishop's Uni :-)"
"632","We need to do better. Graduation rates and why students fail. Great study.#siteconf #site2014 pic.twitter.com/0lz7I5Doux","We need to do better. Graduation rates and why students fail. Great study. #site2014"
"633","Learning lots about 'game design & dev'ment' from @mr_isaacs & @lisadef2000 - gr8 entry point 4 creativity #siteconf pic.twitter.com/QJAGQC0jQJ","Learning lots about 'game design & dev'ment' from @mr_isaacs & @lisadef2000 - gr8 entry point 4 creativity"
"634","※Disrupting the Traditional Student Role§ - A Haiku Deck by @shannonhmize. http://www.haikudeck.com/p/QrGmnnH7hY/disrupting-the-traditional-student-role<U+00A0>＃ #siteconf #tpack","※Disrupting the Traditional Student Role§ - A Haiku Deck by @shannonhmize."
"635","Great tool for flipping your classroom! https://www.blendspace.com/<U+00A0> via @AmandaFoxSTEM #ocsb #siteconf","Great tool for flipping your classroom!"
"636","@UF_COE is an innovation hub for STEM education. #siteconf pic.twitter.com/bA69Kk7mOc","@UF_COE is an innovation hub for STEM education."
"637","A great way to check for understanding with your class - https://getkahoot.com/<U+00A0> Thanks @AmanadafoxSTEM #siteconf #ocsb","A great way to check for understanding with your class -"
"638","As seen at #siteconf .... The mothership? pic.twitter.com/8W3yf894LL","As seen at  .... The mothership?"
"639","Just elected chair of the international #siteconf ""Digital Games & Simulations"" special interest group--UNBELIEVABLE! pic.twitter.com/0DAxLYsv39","Just elected chair of the international  ""Digital Games & Simulations"" special interest group--UNBELIEVABLE!"
"640","Great tool! RT @TUSpecEd: Sharing our use of #UDL Exchange w preservice teachers at #siteconf @CAST_UDL @liz_berquist http://udlexchange.cast.org/<U+00A0>","Great tool! RT @TUSpecEd: Sharing our use of #UDL Exchange w preservice teachers at  @CAST_UDL @liz_berquist"
"641","http://Tricider.com<U+00A0> Excellent resource for student engagement through brainwriting. #siteconf #site2014","Excellent resource for student engagement through brainwriting.  #site2014"
"642","Schmitt: we use http://tricider.com<U+00A0> for brain mapping in online classes #idedchat #siteconf","Schmitt: we use <U+00A0> for brain mapping in online classes #idedchat"
"643","@DeanGarn  Resources on Digital badges..  http://www.macfound.org/programs/digital-badges/<U+00A0>＃  #siteconf","@DeanGarn  Resources on Digital badges.."
"644","Got a lot of good feedback (and great attendance) for our TPACK presentation http://academicexperts.org/conf/site/2014/papers/40752/<U+00A0>＃ #siteconf","Got a lot of good feedback (and great attendance) for our TPACK presentation"
"645","Next semester #101582HSIE we should try making a voki avatar to narrate our field site-create 'Mary Reiby' ?#siteconf http://www.voki.com/<U+00A0>","Next semester #101582HSIE we should try making a voki avatar to narrate our field site-create 'Mary Reiby' ?"
"646","Check out https://www.thuze.com/<U+00A0> for great etexts ...free and open...interactive and relevant. #siteconf","Check out"
"647","Go Holly Ellis #siteconf 'offering the challenge of teaching with tech, not teaching the tech' in PST Ed #101582GSIE pic.twitter.com/3b5I3gJAAo","Go Holly Ellis  'offering the challenge of teaching with tech, not teaching the tech' in PST Ed #101582GSIE"
"648","@mete_akca presenting at #siteconf Games, learning, problem solving. WINNING! pic.twitter.com/sDf5XRJfL1","@mete_akca presenting at  Games, learning, problem solving. WINNING!"
"649","Former UNF Doctoral buddy. We both now work for @UF_COE @LastingerCenter #siteconf #site2014 @siteconf pic.twitter.com/dk3VpBRlxH","Former UNF Doctoral buddy. We both now work for @UF_COE @LastingerCenter  #site2014 @siteconf"
"650","Crystal Timmons from UF and I at @siteconf #siteconf  http://lnkd.in/bvw8tQQ<U+00A0>","Crystal Timmons from UF and I at @siteconf"
"651","This afternoon's Minecraft presentation. Yes, we're still editing :)
http://goo.gl/kZogwO<U+00A0>
#siteconf","This afternoon's Minecraft presentation. Yes, we're still editing :)"
"652","With Crystal Timmons (fellow @UF_COE) at #siteconf @siteconf http://instagram.com/p/lsHWYKQCJv/<U+00A0>","With Crystal Timmons (fellow @UF_COE) at  @siteconf"
"653","W/ fellow UF cohort, Crystal Timmons. #siteconf http://instagram.com/p/lsHWYKQCJv/<U+00A0>","W/ fellow UF cohort, Crystal Timmons."
"654","3D printing topic #siteconf keynote. Interesting advocate-spkr! pic.twitter.com/EGRurPDtHy","3D printing topic  keynote. Interesting advocate-spkr!"
"655","Learning Communities in French via Facebook Closed Groups w/ Eddy Cuisinier-great. @siteconf #siteconf W. Kentucky U. pic.twitter.com/w6mrpbqTyt","Learning Communities in French via Facebook Closed Groups w/ Eddy Cuisinier-great. @siteconf  W. Kentucky U."
"656","3D printing by Hod Lipson at SITE Conference, check his book #siteconf pic.twitter.com/XcNAK7SltV","3D printing by Hod Lipson at SITE Conference, check his book"
"657","HL #siteconf Shedding light on the '10 disruptions of 3D printing' raising education, ethical & intellectual issues. pic.twitter.com/39q37iCQGT","HL  Shedding light on the '10 disruptions of 3D printing' raising education, ethical & intellectual issues."
"658","Social Media Best Practices for Graduate School Programs presentation on 3/18 at 4:15 pm at #siteconf http://joshuamrosenberg.com/what-weve-got-here-is-failure-to-communicate-social-media-best-practices-for-graduate-school-programs-at-siteconf/<U+00A0>＃","Social Media Best Practices for Graduate School Programs presentation on 3/18 at 4:15 pm at"
"659","How Dinner Is Printed. http://www.nytimes.com/2013/09/22/opinion/sunday/dinner-is-printed.html?pagewanted=all&_r=0<U+00A0>＃ #siteconf","How Dinner Is Printed."
"660","'There is no field in which 3D Printing will not have a profound effect now&in the future!'-Dr Hod Lipson #siteconf pic.twitter.com/mMB19v0MQ7","'There is no field in which 3D Printing will not have a profound effect now&in the future!'-Dr Hod Lipson"
"661","Listening to keynote Hod Lipson - 3D printing #siteconf http://www.ted.com/talks/hod_lipson_builds_self_aware_robots<U+00A0>＃","Listening to keynote Hod Lipson - 3D printing"
"662","Follow all #siteconf tweets on the tagboard! http://tgb.io/siteconf<U+00A0>","Follow all  tweets on the tagboard!"
"663","Kick-off SITE Conference. It is 25th anniversary of SITE and of WWW - what a meaningful coincidence! #siteconf pic.twitter.com/AskXsUCapy","Kick-off SITE Conference. It is 25th anniversary of SITE and of WWW - what a meaningful coincidence!"
"664","New post - Social Media Best Practices for Graduate School Programs presentation on 3/18 at 4:15 pm at #siteconf http://ift.tt/1nAzxY6<U+00A0>","New post - Social Media Best Practices for Graduate School Programs presentation on 3/18 at 4:15 pm at"
"665","#siteconf Survey of Geospatial Information Technologies in Teacher Education http://academicexperts.org/conf/site/2014/papers/41128/<U+00A0>＃ via @@siteconf","Survey of Geospatial Information Technologies in Teacher Education"
"666","#siteconf This place is 2 blocks from the Hyatt. Epic lasagna! pic.twitter.com/3YXiS71myt","This place is 2 blocks from the Hyatt. Epic lasagna!"
"667","@siteconf is #siteconf the official hashtag for the conference?","@siteconf is  the official hashtag for the conference?"
"668","Made it to Jacksonville, with only an delay due to the snow. Ready for a great #siteconf. Wish it were sunny. pic.twitter.com/jum4wLj93t","Made it to Jacksonville, with only an delay due to the snow. Ready for a great . Wish it were sunny."
"669","TY 4 fab conversation @sorafter about ur PD App & 4 introducing me 2 'Singularity'#visitplanned @georgiac #siteconf http://ieet.org/index.php/IEET/more/socrates20140316<U+00A0>＃","TY 4 fab conversation @sorafter about ur PD App & 4 introducing me 2 'Singularity'#visitplanned @georgiac"
"670","Looking forward to our #siteconf panel tomorrow! Designing & developing an online teaching endorsement http://academicexperts.org/conf/site/2014/papers/41819/<U+00A0>＃ via @siteconf","Looking forward to our  panel tomorrow! Designing & developing an online teaching endorsement"
"671","It's currently raining in Jacksonville but this reminds me of happier times #siteconf (at @HyattJAXX) [pic] 〞 https://path.com/p/SlAp5<U+00A0>","It's currently raining in Jacksonville but this reminds me of happier times  (at @HyattJAXX) [pic] 〞"
"672","Ok I'm sold on Google glass #siteconf watch the video #101582HSIE - imagine if you had a pair in your classroom?  http://www.google.com/glass/start/how-it-feels/<U+00A0>＃","Ok I'm sold on Google glass  watch the video #101582HSIE - imagine if you had a pair in your classroom?"
"673","15 online participants/25 in conference room & the entire world on streaming  #siteconf pic.twitter.com/owrebs8NEm","15 online participants/25 in conference room & the entire world on streaming"
"674","New must have item #siteconf Google glasses 4 $US1500 & only if ur a US citizen-I'm saving up #superfun @PrimaryHSIE pic.twitter.com/RvK7S1rgNO","New must have item  Google glasses 4 $US1500 & only if ur a US citizen-I'm saving up #superfun @PrimaryHSIE"
"675","#siteconf Virtual Schooling SIG meeting, 3/18, 12:30-1:30pm. Hope to see you there! @leannaarch http://researchinreview.inacol.org/2014/03/17/site-conference-virtual-schooling-sig-meeting-tuesday-march-18-1230-130pm/<U+00A0>＃","Virtual Schooling SIG meeting, 3/18, 12:30-1:30pm. Hope to see you there! @leannaarch"
"676","Who? What? Where? When? Why? and How? Learn the answers on Wed. morning at the #siteconf Keynote! pic.twitter.com/TTTbauLQ6l","Who? What? Where? When? Why? and How? Learn the answers on Wed. morning at the  Keynote!"
"677","Arrived in Jacksonville for #siteconf","Arrived in Jacksonville for"
"678","Mark your planner! #siteconf Beyond the Lecture: Video Integration Techniques for Active Learning in Online Courses http://academicexperts.org/conf/site/2014/papers/40750/<U+00A0>＃","Mark your planner!  Beyond the Lecture: Video Integration Techniques for Active Learning in Online Courses"
"679","Game Design and Dev: Pedagogically Speaking: http://academicexperts.org/conf/site/2014/papers/40798/?c=1342<U+00A0>＃ Tuesday 3 - 4pm #siteconf @siteconf #gbl #gamemaker @GameMakerEducat","Game Design and Dev: Pedagogically Speaking:"
"680","#siteconf Using Minecraft to Encourage Critical Engagement of Geography Concepts
 http://academicexperts.org/conf/site/2014/papers/41138/<U+00A0>＃ via @siteconf Too bad I'll miss it!","Using Minecraft to Encourage Critical Engagement of Geography Concepts"
"681","Arriving #SITEConf 2014 Attendees: Make sure to ask your drivers and GPSs for Hyatt Regency RIVERFRONT, 225 E Coastline Dr. #DontGetLost","Arriving  2014 Attendees: Make sure to ask your drivers and GPSs for Hyatt Regency RIVERFRONT, 225 E Coastline Dr. #DontGetLost"
"682","DL the #Flipgrid app before my session! #siteconf Flipping with Fox http://academicexperts.org/conf/site/2014/papers/41760/<U+00A0>＃ via @@siteconf","DL the #Flipgrid app before my session!  Flipping with Fox"
"683","Heading to #JAX soon for #siteconf.  Looking forward to presenting roundtable on Game Design: Pedagogically speaking http://academicexperts.org/conf/site/2014/papers/40798/<U+00A0>＃","Heading to #JAX soon for .  Looking forward to presenting roundtable on Game Design: Pedagogically speaking"
"684","#siteconf Using Student Response Systems to Collect Formative Data for Learning http://academicexperts.org/conf/site/2014/papers/41246/<U+00A0>＃ via @siteconf","Using Student Response Systems to Collect Formative Data for Learning"
"685","#siteconf @TeachDigitalLAB #EU530 Sharing innovative pedagogy at SITE2014 March 20. Check it out  http://www.makeithappenwlu.com<U+00A0> #wlumih #wlufoe","@TeachDigitalLAB #EU530 Sharing innovative pedagogy at SITE2014 March 20. Check it out  <U+00A0> #wlumih #wlufoe"
"686","ICYMI: @MSU_EPET at @siteconf   2014: http://ideaplay.org/epet-at-site-2014/<U+00A0>＃ #siteconf","ICYMI: @MSU_EPET at @siteconf   2014:"
"687","Looking forward to presenting: Game Design and Development Pedagogically Speaking with @lisadef2000 at #siteconf http://academicexperts.org/conf/site/2014/papers/40798/<U+00A0>＃","Looking forward to presenting: Game Design and Development Pedagogically Speaking with @lisadef2000 at"
"688","#siteconf High Possibility Classrooms http://academicexperts.org/conf/site/2014/papers/40877/<U+00A0>＃ Looking forward to sharing HPC with colleagues in Florida @siteconf next wk.","High Possibility Classrooms"
"689","Come see me at #siteconf Flipping with Fox: A guide to a successful Flipped Classroom. http://academicexperts.org/conf/site/2014/papers/41760/<U+00A0>＃ via @@siteconf","Come see me at  Flipping with Fox: A guide to a successful Flipped Classroom."
"690","Cannot wait to share our iPad story! #siteconf Leading Through Changing Times http://academicexperts.org/conf/site/2014/papers/41392/<U+00A0>＃ via @@siteconf","Cannot wait to share our iPad story!  Leading Through Changing Times"
"691","#siteconf Creative Learning awareness among early childhood student teachers http://academicexperts.org/conf/site/2014/papers/41742/<U+00A0>＃ v赤a @@siteconf","Creative Learning awareness among early childhood student teachers"
"692","#siteconf Walk the Talk: Developing TPACK in Teachers through a Graduate Course on Integrating ... http://academicexperts.org/conf/site/2014/papers/41807/<U+00A0>＃ via @@siteconf","Walk the Talk: Developing TPACK in Teachers through a Graduate Course on Integrating ..."
"693","Congratulations to all accepted to @SITE2014 Be sure to confirm & register by Feb 12! https://conf.aace.org/site/registration/<U+00A0>＃ #Jacksonville #SITEConf #AACE","Congratulations to all accepted to @SITE2014 Be sure to confirm & register by Feb 12!"
"694","#SITEConf  ITTE conf this year will discuss ups and downs of computing curriculum reform. SITE join us! http://www.ITTE.org.uk<U+00A0>  #itteorg","ITTE conf this year will discuss ups and downs of computing curriculum reform. SITE join us! <U+00A0>  #itteorg"
"695","#SITEConf attendees, have you confirmed your paper & saved $$ with early registration yet? https://conf.aace.org/site/registration/<U+00A0>＃","attendees, have you confirmed your paper & saved $$ with early registration yet?"
"696","SITE Conference @siteconf

SITE 2014 Call Extended to Jan 17 . #siteconf https://conf.aace.org/site/submission/<U+00A0>＃ ＃","SITE Conference @siteconf

SITE 2014 Call Extended to Jan 17 ."
"697","SITE 2014 Call Extended to Jan 17 for those unable to submit by the deadline. #siteconf https://conf.aace.org/site/submission/<U+00A0>＃","SITE 2014 Call Extended to Jan 17 for those unable to submit by the deadline."
"698","Submit now! RT @siteconf: SITE 2014 (Jacksonville, FL) FINAL Call for Participation Due: Jan 28 #siteconf http://conta.cc/1fhBp4d<U+00A0>","Submit now! RT @siteconf: SITE 2014 (Jacksonville, FL) FINAL Call for Participation Due: Jan 28"
"699","Apparently they moved the #siteconf author notifications to Dec 18th from the original Nov 25th. http://site.aace.org/conf/deadlines.htm<U+00A0>＃","Apparently they moved the  author notifications to Dec 18th from the original Nov 25th."
"700","SITE members can download a free copy of Hyperstudio 5, nice. http://www.hyperstudio.com/site/<U+00A0> #siteconf #edtech #multimedia","SITE members can download a free copy of Hyperstudio 5, nice."
"701","Submission deadline extended to October 22nd for SITE 2014! Are you submitting something? #siteconf http://twitter.com/FredWBaker/status/391578623674953729/photo/1pic.twitter.com/RMHyRSA281<U+00A0>","Submission deadline extended to October 22nd for SITE 2014! Are you submitting something?"
"702","Spent literally 5 straight hours trying to file today & website not working! @aace #SITEConf 2014 Call for Participation: Due 2day, Oct...","Spent literally 5 straight hours trying to file today & website not working! @aace  2014 Call for Participation: Due 2day, Oct..."
"703","Supposedly #siteconf submission site moved to http://conf.aace.org/site/submission/<U+00A0>＃ but that page is not loading either.  #siteconf #bummed","Supposedly  submission site moved to"
"704","SITE 2014 Call for Participation: Due Today, Oct 18 #siteconf http://conta.cc/17RRwvn<U+00A0>","SITE 2014 Call for Participation: Due Today, Oct 18"
"705","The deadline for submitting to #SITEConf 2013 is October 18th!! http://site.aace.org/conf/call.htm<U+00A0>","The deadline for submitting to  2013 is October 18th!!"
"706","My corresponding #siteconf presentation page has been updated with slides and sound from the presentation. Enjoy! http://www.fredwbaker.com/openeducationaldesigns/<U+00A0>＃","My corresponding  presentation page has been updated with slides and sound from the presentation. Enjoy!"
"707","just found the access link to my Open Education Designs paper from #siteconf! http://m.site.aace.org/papers/37888/<U+00A0>","just found the access link to my Open Education Designs paper from !"
"708","#siteconf What Effect Does the Use of Familiar Technology Have on Increasing Family Involvement ... http://academicexperts.org/conf/site/2013/papers/38350/<U+00A0>＃ via @@siteconf","What Effect Does the Use of Familiar Technology Have on Increasing Family Involvement ..."
"709","Tiivistelm<U+00E4><U+00E4> #Site2013-konferenssista: Mobiilia, MOOCeja, monikanavaisuutta http://bit.ly/9R0eBe<U+00A0> #siteconf","Tiivistelm<U+00E4><U+00E4> #Site2013-konferenssista: Mobiilia, MOOCeja, monikanavaisuutta"
"710","My summary on #Site2013 http://bit.ly/bCflS7<U+00A0> #siteconf","My summary on #Site2013"
"711","Love this photo from SITE 2013 #siteconf @siteconf [pic] -- http://eventifier.co/photos/471659<U+00A0> via @_Eventifier_","Love this photo from SITE 2013  @siteconf [pic] --"
"712","Infographics & Data Visualization | Visual.ly http://hashonomy.com/iw9e/<U+00A0> #cv #siteconf #infographics (via @silviadanzarina)","Infographics & Data Visualization |"
"713","@TryEventifier Cool Tool! http://eventifier.co/event/siteconf13/PaigeVitulli<U+00A0>＃ #siteconf","@TryEventifier Cool Tool!"
"714","Back home from #SITE2013 via Bourbon Street. #siteconf http://twitpic.com/cgcvp6<U+00A0>","Back home from #SITE2013 via Bourbon Street."
